Market,Year,Dome,NumTeams,Attendance,Valuation,Households,Households Margin of Error,"Households Less Than $10,000","Households Less Than $10,000 Margin of Error","Households $10,000 to $14,999","Households $10,000 to $14,999 Margin of Error","Households $15,000 to $24,999","Households $15,000 to $24,999 Margin of Error","Households $25,000 to $34,999","Households $25,000 to $34,999 Margin of Error","Households $35,000 to $49,999","Households $35,000 to $49,999 Margin of Error","Households $50,000 to $74,999","Households $50,000 to $74,999 Margin of Error","Households $75,000 to $99,999","Households $75,000 to $99,999 Margin of Error","Households $100,000 to $149,999","Households $100,000 to $149,999 Margin of Error","Households $150,000 to $199,999","Households $150,000 to $199,999 Margin of Error","Households $200,000 or More","Households $200,000 or More Margin of Error",Households Median Income (Dollars),Households Median Income (Dollars) Margin of Error,Households Mean Income (Dollars),Households Mean Income (Dollars) Margin of Error,Households Household Income in the Past 12 Months,Families,Families Margin of Error,"Families Less Than $10,000","Families Less Than $10,000 Margin of Error","Families $10,000 to $14,999","Families $10,000 to $14,999 Margin of Error","Families $15,000 to $24,999","Families $15,000 to $24,999 Margin of Error","Families $25,000 to $34,999","Families $25,000 to $34,999 Margin of Error","Families $35,000 to $49,999","Families $35,000 to $49,999 Margin of Error","Families $50,000 to $74,999","Families $50,000 to $74,999 Margin of Error","Families $75,000 to $99,999","Families $75,000 to $99,999 Margin of Error","Families $100,000 to $149,999","Families $100,000 to $149,999 Margin of Error","Families $150,000 to $199,999","Families $150,000 to $199,999 Margin of Error","Families $200,000 or More","Families $200,000 or More Margin of Error",Families Median Income (Dollars),Families Median Income (Dollars) Margin of Error,Families Mean Income (Dollars),Families Mean Income (Dollars) Margin of Error,Families Family Income in the Past 12 Months,Married-Couple Families,Married-Couple Families Margin of Error,"Married-Couple Families Less Than $10,000","Married-Couple Families Less Than $10,000 Margin of Error","Married-Couple Families $10,000 to $14,999","Married-Couple Families $10,000 to $14,999 Margin of Error","Married-Couple Families $15,000 to $24,999","Married-Couple Families $15,000 to $24,999 Margin of Error","Married-Couple Families $25,000 to $34,999","Married-Couple Families $25,000 to $34,999 Margin of Error","Married-Couple Families $35,000 to $49,999","Married-Couple Families $35,000 to $49,999 Margin of Error","Married-Couple Families $50,000 to $74,999","Married-Couple Families $50,000 to $74,999 Margin of Error","Married-Couple Families $75,000 to $99,999","Married-Couple Families $75,000 to $99,999 Margin of Error","Married-Couple Families $100,000 to $149,999","Married-Couple Families $100,000 to $149,999 Margin of Error","Married-Couple Families $150,000 to $199,999","Married-Couple Families $150,000 to $199,999 Margin of Error","Married-Couple Families $200,000 or More","Married-Couple Families $200,000 or More Margin of Error",Married-Couple Families Median Income (Dollars),Married-Couple Families Median Income (Dollars) Margin of Error,Married-Couple Families Mean Income (Dollars),Married-Couple Families Mean Income (Dollars) Margin of Error,Nonfamily Households,Nonfamily Households Margin of Error,"Nonfamily Households Less Than $10,000","Nonfamily Households Less Than $10,000 Margin of Error","Nonfamily Households $10,000 to $14,999","Nonfamily Households $10,000 to $14,999 Margin of Error","Nonfamily Households $15,000 to $24,999","Nonfamily Households $15,000 to $24,999 Margin of Error","Nonfamily Households $25,000 to $34,999","Nonfamily Households $25,000 to $34,999 Margin of Error","Nonfamily Households $35,000 to $49,999","Nonfamily Households $35,000 to $49,999 Margin of Error","Nonfamily Households $50,000 to $74,999","Nonfamily Households $50,000 to $74,999 Margin of Error","Nonfamily Households $75,000 to $99,999","Nonfamily Households $75,000 to $99,999 Margin of Error","Nonfamily Households $100,000 to $149,999","Nonfamily Households $100,000 to $149,999 Margin of Error","Nonfamily Households $150,000 to $199,999","Nonfamily Households $150,000 to $199,999 Margin of Error","Nonfamily Households $200,000 or More","Nonfamily Households $200,000 or More Margin of Error",Nonfamily Households Median Income (Dollars),Nonfamily Households Median Income (Dollars) Margin of Error,Nonfamily Households Mean Income (Dollars),Nonfamily Households Mean Income (Dollars) Margin of Error,Nonfamily Households Nonfamily Income in the Past 12 Months,ClosestMarket
Cleveland,2018.0,0,1,1926701,1200000000,877597.0,27015.0,793.8,274.3,465.2000000000001,235.70000000000005,1070.6,346.8,1054.4999999999998,365.2000000000001,1421.1,381.30000000000007,1924.9999999999995,440.4,1397.4,381.19999999999993,1579.9,397.4,599.1,281.79999999999995,594.3999999999999,235.7,6598289.0,638097.0,8654537.0,790522.0,3653.000000000001,533485.0,24012.0,534.3,392.4,297.69999999999993,338.99999999999994,704.4000000000001,444.4999999999999,846.2,440.2000000000001,1382.7,514.8000000000001,1969.5,579.2000000000002,1632.7000000000005,541.5999999999999,1974.6,588.7,778.9,436.6,779.8000000000001,388.5,8053645.0,794941.0,10027087.0,927480.0,3761.6,373554.0,23452.0,190.3,395.1,125.5,392.8999999999999,364.1,448.50000000000006,663.8000000000001,489.4,1296.9999999999995,588.7,2078.5,695.3999999999999,1854.9,661.6,2423.6,690.6999999999999,949.9,544.4999999999999,952.3,491.3,9378586.0,924817.0,910963.0,61828.0,344112.0,28447.0,1306.4000000000003,653.1999999999998,835.2,614.7999999999998,1813.2,762.3000000000001,1523.1999999999996,785.0000000000002,1733.1,762.0,1813.9000000000003,792.8000000000001,847.9000000000001,637.8,582.9000000000001,573.1999999999999,254.2,539.8,189.6,525.9999999999999,3801086.0,695167.0,5248702.0,897426.0,3317.6,Detroit
Cleveland,2017.0,0,1,2048138,1000000000,874114.0,26859.0,824.3,277.0,510.1,252.2,1083.1999999999998,341.99999999999994,1059.5,344.8000000000001,1489.0,382.3,1985.2000000000005,454.1000000000001,1362.1,359.99999999999994,1519.2,383.3,534.1999999999999,260.6,533.0000000000001,238.4,6365828.0,623665.0,8283519.0,715594.0,3640.2,535419.0,23868.0,556.1999999999999,356.6,343.7,333.6000000000001,723.1,434.8999999999999,870.7,402.9,1397.0,465.6,2045.2,552.3000000000002,1667.4999999999998,488.4,1895.2,516.8000000000001,702.1,379.50000000000006,699.8,341.2,7721124.0,747914.0,9639408.0,887902.0,3753.4,374932.0,23036.0,202.3,362.4,119.6,355.00000000000006,418.0,421.3,696.7,457.8,1318.3000000000002,544.0999999999999,2163.7000000000003,671.7000000000002,1905.5,614.9000000000001,2345.8000000000006,641.2,862.0,487.6,867.1999999999999,443.7,9088042.0,875314.0,701736.0,40475.0,338695.0,28188.0,1369.2,676.8,866.1,624.1999999999999,1833.8,764.4999999999999,1537.6000000000004,763.7,1755.6999999999998,768.0000000000001,1802.1999999999996,812.8,749.9,578.5000000000001,571.2,591.3000000000001,236.5,528.8,178.4,530.6,3702138.0,704987.0,5054442.0,879430.0,3321.0,Detroit
Cleveland,2016.0,0,1,1591667,920000000,868719.0,26916.0,836.9000000000001,282.1,539.2000000000002,267.7,1165.4999999999998,357.60000000000014,1075.4,353.1,1491.9,383.6,1984.6,438.5,1364.8000000000002,393.5,1476.3,366.0,484.30000000000007,255.40000000000003,481.50000000000006,264.9999999999999,6137774.0,627878.0,7975103.0,665669.0,3495.4,534878.0,23003.0,566.8,352.3999999999999,351.7,320.4,792.7000000000002,400.0,889.2000000000002,392.7,1404.4,462.6,2138.8,544.3000000000001,1648.1,523.7,1833.4999999999995,510.2,640.3,362.4,636.0999999999999,360.69999999999993,7462498.0,730800.0,9307325.0,828132.0,3623.8,374210.0,22948.0,182.6,363.19999999999993,139.5,359.20000000000005,467.8,414.1,720.0999999999999,435.30000000000007,1346.0,549.2999999999997,2260.7000000000003,659.1000000000001,1947.9,628.5,2240.4000000000005,647.0,806.1,470.6,787.8000000000001,466.6,8837119.0,899825.0,1031761.0,63945.0,333841.0,27415.0,1398.6,687.4999999999999,940.9,623.0,1966.0,779.7,1551.1,765.5,1748.7999999999995,779.3,1670.2000000000005,764.3,714.1999999999999,618.5000000000001,594.0,536.9,165.70000000000002,539.1,150.70000000000002,536.9,3530594.0,647722.0,4702355.0,750527.0,3202.1,Detroit
Cleveland,2015.0,0,1,1388905,800000000,867216.0,26460.0,850.7,299.90000000000003,571.2000000000002,283.6,1171.3,330.4,1095.8,338.1,1466.4,391.3,2038.1000000000004,453.2999999999999,1385.2999999999995,401.9,1409.4000000000003,355.00000000000006,467.0,266.6,447.0,259.8,6020312.0,572874.0,7761782.0,646091.0,3331.7000000000003,535138.0,23124.0,572.4000000000001,346.29999999999995,378.0,324.79999999999995,777.4999999999999,382.6,915.8,393.30000000000007,1382.3000000000002,474.00000000000006,2247.9,581.2000000000002,1667.8000000000002,535.9999999999999,1755.9999999999998,504.6,608.1000000000001,384.7,594.4,362.1,7282498.0,713746.0,9053976.0,830713.0,3479.5,375439.0,22497.0,175.0,340.8,142.5,347.20000000000005,496.6,416.3,762.8000000000001,444.3,1326.1,542.3000000000001,2380.1,675.5999999999999,1967.8,632.8,2157.8,635.0000000000001,766.3000000000001,488.10000000000014,726.8,456.1,5763684.0,455408.0,642732.0,32213.0,332078.0,27313.0,1440.4,692.8,975.4,612.5000000000001,2021.8,773.5,1546.4999999999998,720.6,1716.5000000000002,754.0,1621.7,736.0999999999999,726.9000000000001,557.0,565.4000000000002,528.1,161.29999999999995,496.4,124.4,521.4,3446736.0,684426.0,4587310.0,720663.0,3068.2000000000003,Detroit
Cleveland,2014.0,0,1,1437393,825000000,866113.0,26587.0,856.7,296.6,568.0999999999999,296.7,1184.7,337.8999999999999,1112.7,343.1,1479.6000000000004,405.2000000000001,2049.0,438.3,1373.7,392.30000000000007,1394.3000000000002,338.20000000000005,446.3,265.9,435.00000000000006,233.9,6025040.0,676575.0,7671788.0,620408.0,3177.9,537588.0,23198.0,570.5000000000001,330.9,367.3,330.9,797.7999999999998,380.5,931.4000000000002,395.1,1401.9,471.8,2233.8,560.9,1663.8,509.7000000000001,1779.7,477.9000000000001,577.8000000000001,367.7,574.4000000000001,313.5,7336637.0,851321.0,9013180.0,803625.0,3327.3,376862.0,22831.0,173.99999999999997,323.49999999999994,141.5,325.5,521.3000000000001,420.9,787.4999999999998,431.9000000000001,1338.8000000000002,543.3,2371.4000000000005,656.9,1947.4,622.8,2180.4,605.4000000000001,733.3,472.1,704.6,398.9,8690403.0,1084121.0,800346.0,51861.0,328525.0,27704.0,1464.7999999999995,701.8000000000002,985.6,656.9,2055.3,784.4,1548.7,735.4,1720.5999999999997,807.7999999999998,1637.8,710.7999999999998,720.6000000000001,589.0,492.0999999999999,553.8000000000002,144.8,537.0999999999999,129.89999999999998,562.4000000000001,3516063.0,791398.0,4650202.0,761591.0,2866.6000000000004,Detroit
Cleveland,2013.0,0,1,1572926,570000000,864978.0,27325.0,848.4000000000001,303.30000000000007,595.7,309.69999999999993,1211.2,357.40000000000003,1126.5,366.00000000000006,1507.6,414.4,2069.4,453.9,1337.0000000000002,389.69999999999993,1361.5,348.2,422.3,262.3,418.0,235.79999999999995,5891437.0,599344.0,7527453.0,620598.0,3044.0,539989.0,23264.0,568.1999999999998,339.4,394.3999999999999,340.70000000000005,853.4000000000001,399.3,938.7,410.6,1442.7,488.2000000000001,2266.5,564.0999999999999,1610.7,494.1,1718.6,479.80000000000007,554.8999999999999,345.2,552.6,310.29999999999995,7199375.0,727903.0,8817554.0,768895.0,3182.9000000000005,380622.0,22807.0,174.39999999999998,390.9,158.1,386.9000000000001,595.4999999999999,436.7999999999999,813.6,440.4,1378.5000000000002,584.6999999999999,2417.3,685.6,1879.1,630.3000000000001,2121.8,635.7,688.6,451.9,673.3000000000001,419.3,8449776.0,886290.0,597354.0,29290.0,324989.0,28108.0,1456.1,721.4000000000002,991.2,671.3000000000001,2066.2,819.5000000000001,1586.3,806.5999999999999,1720.1,803.2,1595.2000000000005,738.5,728.4999999999999,622.1,531.4000000000001,577.8,108.5,554.0,116.7,570.8000000000001,3372399.0,719540.0,4498063.0,741519.0,2730.0,Detroit
Cleveland,2012.0,0,1,1603596,559000000,865390.0,26736.0,841.4000000000001,288.40000000000003,614.3000000000001,313.1,1172.6999999999998,341.69999999999993,1121.8,363.0,1539.0,419.5,2112.8,471.0,1351.4,388.8,1329.8000000000002,347.4,416.2000000000001,251.5,401.4,225.2,5881267.0,651889.0,7475120.0,603742.0,2898.0,543000.0,23201.0,579.1,338.9,342.0,343.79999999999995,836.3000000000001,404.6,942.4,409.80000000000007,1484.7,494.9,2329.9000000000005,590.0,1638.4,499.3,1672.1999999999998,483.2,545.9,335.50000000000006,529.5,301.1,7199887.0,862839.0,8684131.0,754548.0,2974.3,385622.0,23030.0,153.89999999999998,359.4,171.2,372.4,544.9000000000001,474.1,782.1,439.5,1442.8,579.6,2510.3,691.8,1927.2,630.4999999999999,2054.5,623.7999999999998,676.2000000000002,427.3999999999999,637.6,391.5,8386209.0,942743.0,353129.0,21956.0,322390.0,27635.0,1483.2,726.6999999999999,1046.5,708.4,2052.7000000000003,840.9,1598.8,801.6999999999999,1738.6999999999998,827.8999999999999,1568.9,758.6,715.1,668.3000000000001,488.2,600.8000000000001,104.6,546.1000000000001,104.0,563.3000000000002,3389391.0,790722.0,4471898.0,745355.0,2619.3,Detroit
Cleveland,2011.0,0,1,1840835,353000000,866341.0,27849.0,818.8000000000002,281.6,623.2000000000002,322.70000000000005,1125.8,356.6,1145.0999999999997,357.99999999999994,1585.0,433.1,2123.8000000000006,476.0,1357.1999999999998,386.8,1322.5999999999997,333.9,411.2000000000001,243.2,388.10000000000014,219.1,5880458.0,623657.0,7438341.0,616595.0,2810.9999999999995,547849.0,24185.0,556.5,351.8,355.20000000000005,354.3999999999999,800.1999999999999,433.1,963.0,438.0999999999999,1511.9,525.1999999999999,2357.5,603.9000000000001,1642.2000000000005,513.5000000000001,1667.4000000000003,481.50000000000006,535.3999999999999,344.79999999999995,509.2999999999999,307.7,7186648.0,849518.0,8615869.0,770594.0,2865.4,390805.0,23891.0,142.89999999999998,374.9000000000001,188.7,395.5,538.6999999999999,480.7,802.6,467.10000000000014,1467.6000000000004,605.3000000000001,2551.9000000000005,701.1999999999999,1927.1000000000004,639.3999999999999,2018.6,607.9000000000001,650.4,439.0999999999999,612.3,393.4,8269578.0,1000274.0,272175.0,16041.0,318492.0,28143.0,1443.1,701.4,1096.3,730.0,1959.8,852.5,1628.6,795.9000000000001,1768.3000000000002,828.5000000000001,1599.4,747.6,734.2,629.4,463.0999999999999,579.8000000000002,105.70000000000002,549.7,101.6,573.3000000000002,3457831.0,803925.0,4482922.0,764052.0,2564.3,Detroit
Dallas,2021.0,1,1,2110258,2050000000,2703428.0,143702.0,1198.1,965.8,826.2,911.8,1825.0,1016.6,2089.7,1107.1,3215.0,1286.6999999999998,4646.5,1416.2,3662.2,1292.5,4989.299999999999,1392.8,2269.4,1170.8,2677.7,1130.8000000000002,21579576.0,2445686.0,27416780.0,2514163.0,9746.0,1868983.0,127213.0,791.1,1226.5,514.2,1064.4,1279.9,1167.3,1849.5,1242.3000000000002,3004.5999999999995,1536.1,4609.1,1756.4,3728.4,1626.0,5572.299999999999,1835.8,2695.6,1532.0,3356.0,1517.8,25112077.0,3197017.0,31071844.0,3156585.0,10142.5,1385306.0,119794.0,366.30000000000007,1219.8,248.7,1128.7,781.1999999999999,1142.6,1293.9,1375.9,2718.8,1606.3,4260.7,1901.4,3981.7,1813.4,6473.2,2139.7000000000003,3202.2000000000003,1774.6,3972.3,1775.1,28788483.0,3722202.0,1364871.0,85367.0,834445.0,109472.0,2399.6,1982.8,1708.5,1852.1,3399.1,2139.8,3090.0,2119.9,3988.5,2271.2,5054.1,2407.4,3095.8,2174.5,2682.9,2064.3,926.6,1755.6,858.3000000000001,1701.6999999999998,12669770.0,2737615.0,17091562.0,3340314.0,8459.7,Houston
Dallas,2020.0,1,1,0,1800000000,2625974.0,143072.0,1261.3,738.3000000000001,844.0,710.7,1950.1,929.5,2195.5,954.7,3267.9,1142.0,4797.6,1278.1,3648.500000000001,1152.3,4605.6,1223.7,2163.2,1002.2,2262.5,893.9000000000001,20032041.0,2323854.0,25572609.0,2341295.0,9459.0,1816266.0,123381.0,812.6000000000001,1042.6,535.3,855.7,1463.5,1116.6,1993.5,1172.7,3031.3,1372.0,4690.3,1594.1999999999998,3829.0,1493.6999999999998,5262.700000000001,1621.5,2543.4,1328.1,2840.6,1208.6,23380051.0,2902969.0,28964476.0,2989207.0,9789.6,1345170.0,115812.0,357.4,1144.6,263.2,1066.6999999999998,927.2,1182.4,1471.2,1286.6,2775.5,1567.6,4503.2,1785.2,4153.9,1797.1,6145.3,1987.2000000000005,3032.9,1650.6,3369.1000000000004,1559.0,26693358.0,3324550.0,1237835.0,82470.0,809708.0,106680.0,2570.3,1927.5,1830.2000000000005,1791.0,3437.0,2282.8,3049.0,2144.3,4053.2,2367.2,5019.1,2517.1000000000004,2882.6,2254.2,2488.1,2151.5,899.0,1814.4,772.6,1865.3,11975542.0,2589319.0,16166556.0,3211393.0,8333.2,Houston
Dallas,2019.0,1,1,2132994,1800000000,2563425.0,89680.0,1331.8000000000002,732.5,900.7,697.8000000000001,2057.3,889.9000000000001,2350.8,944.0,3297.4,1006.6,4851.7,1182.6,3695.5,1073.2,4414.3,1078.7,1978.1,922.0,2123.1,827.3000000000001,19463375.0,1802194.0,24813168.0,2025846.0,9179.4,1778034.0,86936.0,885.4,1022.6,518.9000000000001,855.0999999999999,1620.1999999999998,1112.8,2147.6000000000004,1200.0,3158.8,1309.1,4731.4,1488.8000000000002,3824.3,1421.1,5062.700000000001,1452.9,2376.1000000000004,1252.0,2676.1,1133.4,22344239.0,2307122.0,28042640.0,2621039.0,9447.7,1311014.0,87861.0,365.3,1085.3,280.6,1071.6999999999998,1068.0,1223.4,1628.2,1344.9,2820.6,1466.6,4684.7,1714.6,4191.4,1693.2999999999995,5936.1,1748.3,2836.4,1533.8,3187.6000000000004,1454.5,25585599.0,2711361.0,1614641.0,100255.0,785391.0,83434.0,2712.7,1829.5,1929.4,1733.7,3434.1,1930.7,3187.0,2106.8,3990.9,2074.7,4885.0,2201.7,2927.3,1992.8,2357.0,1977.7,797.4000000000001,1705.4,681.9,1741.9,11584165.0,2333505.0,15667692.0,2825235.0,8158.4,Houston
Dallas,2018.0,1,1,2107107,1700000000,2520609.0,86009.0,1382.2,703.2,990.2,684.8000000000001,2224.0,895.0,2447.0,946.1,3369.1000000000004,1074.6,4964.1,1173.1,3575.4,1035.0,4259.2,1081.1999999999998,1829.9,871.3,1960.3,783.0,18581655.0,1774254.0,23885517.0,1960123.0,8985.0,1751347.0,83803.0,927.8,1006.8,607.9000000000001,856.1999999999998,1742.3000000000002,1103.0,2255.9,1197.5,3265.5,1379.8,4862.900000000001,1473.0,3789.1,1373.9,4881.2,1437.6,2201.3,1187.5,2466.9,1095.1999999999998,21437207.0,2245957.0,26986284.0,2546553.0,9262.6,1286677.0,84475.0,376.3,1036.7,310.5,1045.5,1210.6,1165.7,1786.2000000000005,1305.4,2926.8,1558.5,4900.8,1689.6,4147.0,1616.3000000000002,5737.0,1718.6,2651.2,1470.6,2953.3,1387.1,24563040.0,2606635.0,1609289.0,103553.0,769262.0,79818.0,2775.4,1757.7,2055.3,1758.7,3725.0,1958.5,3216.0,2014.5,3966.9,2041.2,4831.1,2220.6,2702.3,1864.3,2229.6,1897.0,704.3,1597.6,694.3000000000001,1634.8,11033504.0,2163597.0,15211542.0,2767404.0,7991.5,Houston
Dallas,2017.0,1,1,2507760,1600000000,2479516.0,83011.0,1464.0,756.6,1048.3000000000002,712.6999999999999,2439.8,910.4,2523.2,961.3,3488.1,1038.3,5097.6,1195.3000000000002,3367.1,1053.1,4095.1,1087.0,1700.3000000000002,853.7,1776.4,769.8,17803428.0,1706694.0,22901656.0,1878851.0,8912.899999999998,1724725.0,82407.0,1002.8,977.7,697.0999999999999,952.7,1985.8,1120.9,2346.7,1242.2,3278.4,1349.6,5057.799999999999,1471.6,3639.3,1405.5,4708.2,1409.0,2047.4,1163.5,2236.9,1081.6,20407579.0,2262169.0,25707355.0,2354982.0,9210.4,1260646.0,82021.0,402.9,962.0,364.5,912.2,1333.4,1075.4,1903.7,1231.1,3003.0,1389.1999999999998,5131.7,1613.4,4036.5,1555.7,5538.4,1621.7000000000005,2472.7,1330.2,2711.4,1279.3000000000002,23543925.0,2620567.0,1930890.0,120998.0,754791.0,78495.0,2897.9,1785.4,2107.5,1727.4,3835.6,1908.9,3240.8,1885.9,4055.1,1983.7,4900.599999999999,2152.7,2398.9,1698.4,2047.6,1683.0,653.9,1465.1,661.8,1504.3,10732823.0,2087554.0,14766982.0,2766800.0,7729.400000000001,Houston
Dallas,2016.0,1,1,2710402,1600000000,2436787.0,80131.0,1549.9,770.0,1136.3000000000002,706.7,2603.6,963.9,2598.5,895.3000000000001,3553.4,1048.2,5113.0,1196.8,3286.9,1063.8000000000002,3953.0,1074.2999999999995,1582.5,791.9000000000001,1621.5,737.4000000000001,17140313.0,1692733.0,21995289.0,1796935.0,8687.599999999999,1692401.0,79901.0,1072.1999999999998,1008.4,784.4,979.5,2137.5,1227.5,2429.4,1200.3000000000002,3271.5,1399.5,5138.5,1534.3,3575.0,1416.1,4606.0,1468.3,1938.5,1121.4,2049.5,1060.5,19683098.0,2090815.0,24761455.0,2271732.0,8950.8,1234479.0,80350.0,437.7,957.0,428.4,917.5,1464.4,1163.2,2028.7,1218.0,2969.8,1444.1,5324.4,1683.8000000000002,4005.5,1563.1,5418.0,1670.6999999999998,2338.3,1293.0,2484.7,1245.6,22647147.0,2468861.0,1374058.0,90188.0,744386.0,76381.0,3050.1,1771.9,2208.6,1582.0,4021.6,1992.5,3186.9,1801.6,4126.900000000001,1965.9,4909.3,2145.2,2178.0,1725.5,1905.2,1584.1,596.7,1450.3000000000002,616.1999999999999,1429.5,10179538.0,1978753.0,13958090.0,2527074.0,7713.6,Houston
Dallas,2015.0,1,1,2491875,1200000000,2393013.0,81627.0,1600.4,773.4999999999999,1200.9,704.3,2614.2,968.4,2620.1000000000004,903.3,3614.8,1051.9,5103.5,1215.0,3278.0,1011.2,3911.1,1018.8,1520.2,776.9,1536.5,734.4,16791216.0,1652096.0,21484283.0,1821951.0,8350.0,1661720.0,81561.0,1162.6,920.9,801.6000000000001,870.1,2188.4,1199.6,2478.4,1128.6,3370.1000000000004,1338.3,5087.9,1514.8000000000002,3571.5,1333.4,4544.8,1395.7,1851.5,1057.0,1941.7,1013.7,19222021.0,2153969.0,24164330.0,2352668.0,8580.8,1209905.0,81532.0,492.6,1000.6,452.4,983.7,1564.3000000000002,1257.0,1989.5,1304.1999999999998,3113.0,1496.0,5433.3,1760.6,3999.0,1618.5,5376.3,1730.0,2217.7,1350.6,2360.9,1281.5,13188947.0,1357300.0,1078073.0,66581.0,731293.0,78173.0,3060.2,1961.1,2334.0,1786.6,4048.7,2145.3,3259.0,1957.7,4127.8,2173.3,4825.5,2266.0,2138.9,1878.7,1966.9,1861.6,584.7,1551.4,554.7,1576.1999999999998,10169076.0,2172884.0,13531905.0,2413160.0,7370.299999999999,Houston
Dallas,2014.0,1,1,2718733,1200000000,2355587.0,81778.0,1585.6,774.0,1239.2,764.3,2623.0,975.0,2639.7,908.4,3613.9,1095.8,5136.3,1234.1999999999998,3301.3,1061.4,3908.9,1056.8,1488.7,761.9000000000001,1462.3,729.6,16589914.0,1673609.0,21165697.0,1763663.0,8008.1,1634904.0,80848.0,1167.6999999999998,1004.8,826.3,913.9,2154.0,1181.7,2516.4,1137.3000000000002,3394.2,1372.0,5168.2,1527.6,3607.8,1415.6,4516.199999999999,1437.5,1800.1999999999998,1018.7,1847.8,987.3000000000002,18978060.0,2143565.0,23758721.0,2269947.0,8207.2,1190844.0,80033.0,489.3,1054.4,472.19999999999993,1020.2,1544.0,1260.0,2026.0,1312.4,3139.9,1530.0,5490.1,1766.3000000000002,4044.8,1716.1999999999998,5339.6,1771.9,2185.8,1316.6,2269.3,1249.2,22023232.0,2628435.0,1209211.0,69274.0,720683.0,77400.0,2987.8,1896.6,2431.8,1794.9999999999998,4076.5,2171.8,3281.9,1981.7,4086.2,2202.3,4832.400000000001,2297.3,2138.2,1918.8,1945.3,1861.6,570.6,1567.3000000000002,549.2,1585.3000000000002,10224991.0,2292801.0,13537887.0,2447483.0,7069.0,Houston
Dallas,2013.0,1,1,3178273,825000000,2319985.0,82098.0,1593.2,769.3999999999999,1244.2,774.2,2672.3,953.0,2653.9,902.0,3672.8,1100.6,5089.6,1242.7,3327.2,1065.0,3872.400000000001,1024.3,1473.0,780.9000000000001,1399.0,742.3,16567278.0,1643646.0,20894256.0,1746569.0,7670.400000000001,1610827.0,80267.0,1177.0,1003.7,809.2,929.6,2228.4,1151.6,2500.3,1128.2999999999995,3435.0,1362.8,5137.200000000001,1545.9,3637.7,1390.6,4508.1,1389.4,1785.1,1035.9,1782.5,1016.6,19012059.0,2274845.0,23547227.0,2298164.0,7867.5,1177666.0,79674.0,490.4,1044.1,471.2,1072.3,1609.9,1284.6,2018.1,1306.1999999999998,3215.5,1528.5,5451.0,1808.8,4104.8,1695.3000000000002,5308.7,1721.4,2153.1,1334.3,2176.6,1274.1999999999998,21942518.0,2699543.0,747548.0,42737.0,709158.0,77872.0,3018.2000000000003,1889.7,2508.4,1820.0,4001.400000000001,2147.5,3354.7000000000003,2125.3,4207.4,2207.3,4731.6,2276.6,2138.2,1931.5,1890.1,1791.0,533.8,1598.8,514.7,1584.1999999999998,10076361.0,2240017.0,13315541.0,2373455.0,6741.3,Houston
Dallas,2012.0,1,1,3460280,764000000,2287971.0,81724.0,1612.6,800.4,1247.6,802.3,2599.4,897.8000000000001,2747.8,992.8,3613.9,1124.6,5052.7,1216.5,3420.3,1107.6,3959.6,1078.7,1401.4,753.2,1345.5,762.8999999999999,16527186.0,1776677.0,20686932.0,1682209.0,7328.100000000001,1588104.0,79629.0,1205.1999999999998,1012.2,805.3,954.3,2259.4,1130.7,2504.2,1189.9,3426.0,1393.1,5063.9,1508.8000000000002,3716.1,1427.1999999999998,4557.0,1398.2000000000005,1730.4,999.3000000000002,1732.3,1044.5,19035887.0,2239783.0,23308511.0,2202995.0,7502.6,1165336.0,79018.0,595.5,1036.5,485.50000000000006,1059.5,1634.3000000000002,1262.0,2104.1,1352.4,3190.7,1581.4,5255.099999999999,1789.7,4182.5,1708.3000000000002,5378.9,1692.3,2074.4,1260.7,2097.2000000000003,1290.7,21849090.0,2642521.0,622354.0,45142.0,699867.0,75777.0,3086.8,1956.6,2561.7,1917.5,3818.7000000000007,2136.4,3459.4,2211.8,4003.8,2222.1,4802.299999999999,2356.9,2198.0,1987.2,1964.0,1785.6,525.3000000000001,1665.2,480.0,1645.0,10236817.0,2314598.0,13273575.0,2373040.0,6600.9,Houston
Dallas,2011.0,1,1,2946949,561000000,2254223.0,81405.0,1586.2,755.7,1238.2,769.1999999999999,2643.3,961.5,2746.2,1016.3,3668.3,1080.8,5044.8,1201.6,3508.1000000000004,1099.1,3857.4,1065.1,1357.4,745.0999999999999,1351.6,702.4000000000001,16423583.0,1919500.0,20647354.0,1774772.0,7048.799999999999,1565568.0,79617.0,1158.7,941.0,798.0,968.0,2306.8,1136.1999999999998,2505.7000000000003,1253.9,3491.8,1351.6999999999998,5083.4,1493.0,3836.7,1360.4,4421.3,1384.7,1643.0,1030.2,1754.1,956.5,18847280.0,2235254.0,23293857.0,2290513.0,7257.8,1152010.0,77663.0,568.6,958.5,489.2000000000001,1123.9,1677.9,1308.1,2126.3,1394.3,3250.4,1524.1999999999998,5262.5,1782.7,4338.5,1678.7999999999995,5202.6,1697.1,1967.8,1295.2,2117.4,1205.1,21638588.0,2605196.0,743439.0,43270.0,688655.0,76177.0,3069.7,1913.5,2557.3,1838.4,3922.8,2118.6,3453.9,2147.3,4143.4,2205.3,4579.9,2235.1000000000004,2317.2,1984.7,1844.1,1747.1,531.2,1640.5,478.9,1616.3000000000002,10298105.0,2429316.0,13186647.0,2378945.0,6221.0,Houston
